feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	sType
K11787	Trt	AN2	-2.20685925025386	0.862958044362158	24	6	0.0204001435574851	0.215846680221133	FL
K01594	Trt	AN1	-2.16933386494133	0.853419781712714	24	22	0.0204415972310903	0.216145837904501	FL
K01092	Trt	FV1	-0.3021837196744	0.118957333236796	24	24	0.0205126303056734	0.216617602712843	FL
K02275	Trt	AT	0.937434196437278	0.368988789109064	24	24	0.0205006608658771	0.216617602712843	FL
K22231	Trt	FV2	1.01061422323597	0.397894115325668	24	24	0.0205281589159395	0.216642088945565	FL
K00284	Trt	AT	0.363392511125007	0.142307181401892	24	24	0.0205578865414026	0.21667695326414	FL
K08260	Trt	AT	-1.79512103953306	0.706927794326673	24	24	0.0205530445509991	0.21667695326414	FL
K11837	Trt	AT	2.54006303939407	1.00082450611924	24	20	0.0206113570744572	0.21710099937129	FL
K00285	Trt	AN2	0.658548967152076	0.259617059995916	24	24	0.0206696945698714	0.217575732314435	FL
K00116	Trt	FV2	0.837167987835241	0.330118008358977	24	24	0.0206977972847704	0.217731799531902	FL
K12941	Trt	AT	0.322694262623859	0.126569019713658	24	24	0.0207289523451517	0.217793308644269	FL
K16698	Trt	FV2	-0.454632393366824	0.17832061226331	24	24	0.0207302045605917	0.217793308644269	FL
K22476	Trt	FV1	-0.745485622649795	0.294204743776074	24	24	0.0207872012906283	0.218252305484189	FL
K16246	Trt	AN1	1.30247544482408	0.514404587819357	24	24	0.0208695575144181	0.218344426650767	FL
K05894	Trt	AN1	-1.58390096880989	0.625504327558275	24	24	0.0208611825047084	0.218344426650767	FL
K13273	Trt	AN1	-2.91389809179566	1.14439916067066	24	17	0.0208712976139264	0.218344426650767	FL
K12251	Trt	AT	0.535365280111483	0.211356857573372	24	24	0.0208266495165923	0.218344426650767	FL
K00266	Trt	FV1	0.0924860199488382	0.0363164240955667	24	24	0.0208521290333762	0.218344426650767	FL
K00481	Trt	FV2	1.15899535179209	0.45520076168497	24	24	0.0208758573773416	0.218344426650767	FL
K19670	Trt	AT	-0.636716970831412	0.250190455616682	24	24	0.0209270151253923	0.218536381547143	FL
K02554	Trt	AT	0.847813459194693	0.333221202422315	24	24	0.0209542680588395	0.218536381547143	FL
K01626	Trt	AT	0.366131608691637	0.143902842080539	24	24	0.0209542255455626	0.218536381547143	FL
K00018	Trt	FV1	-0.319854561323854	0.125737157694147	24	24	0.0209741624728783	0.218536381547143	FL
K01097	Trt	AT	2.42092676681954	0.951654663048985	24	19	0.0209707858907243	0.218536381547143	FL
K05555	Trt	AN2	0.816655972406955	0.321021937036503	24	24	0.0209702411871755	0.218536381547143	FL
K20736	Trt	FV1	-2.67577500345102	1.0524202740679	24	20	0.0210319558262615	0.218727026618931	FL
K16121	Trt	AT	1.99780695204445	0.785798317541091	24	24	0.0210365035538219	0.218727026618931	FL
K13667	Trt	AT	1.55800776341349	0.616306804127773	24	24	0.021045807805163	0.218727026618931	FL
K00151	Trt	AT	-1.78619005567572	0.702592630798549	24	23	0.0210411506298392	0.218727026618931	FL
K18607	Trt	AT	2.05574053805262	0.809294185385953	24	24	0.0211330277523173	0.219494398440787	FL
K00705	Trt	AT	0.275256181703973	0.108379790873623	24	24	0.0211516105785101	0.219548362966814	FL
K00750	Trt	AT	1.9178078727695	0.75947969399781	24	24	0.0211696662777378	0.219596791242821	FL
K12455	Trt	AT	-2.45507878522393	0.967109321101477	24	24	0.0212022300076152	0.219795557601068	FL
K03476	Trt	FV2	0.318887785375375	0.125752335139907	24	24	0.02132170105368	0.220217279556307	FL
K12930	Trt	AN1	0.972376241615426	0.383453939718167	24	24	0.0213218778690408	0.220217279556307	FL
K02591	Trt	AT	0.531752980166732	0.209623971639806	24	24	0.0212840809911519	0.220217279556307	FL
K01595	Trt	AT	0.759075618370544	0.299256028040885	24	24	0.021290942679671	0.220217279556307	FL
K00712	Trt	AT	0.567885579253597	0.223890952522769	24	24	0.0212955011328324	0.220217279556307	FL
K09649	Trt	FV2	-2.10956797420194	0.836570098615055	24	15	0.0213234780448424	0.220217279556307	FL
K01709	Trt	AT	-0.983562838838185	0.387924401907466	24	24	0.0213387953329328	0.220232777268569	FL
K18530	Trt	AN1	1.09818218734281	0.433234209718912	24	24	0.0213652651606276	0.220232777268569	FL
K05352	Trt	FV2	0.572744845320196	0.227208431870192	24	24	0.021363355462523	0.220232777268569	FL
K16044	Trt	FV1	0.378535547631014	0.149407703524421	24	24	0.0214211633561325	0.220670275779255	FL
K01520	Trt	FV2	-0.260292389872247	0.102763830728805	24	24	0.0214500567797875	0.220829209785634	FL
K01939	Trt	FV2	0.127519936474105	0.0503814897041099	24	24	0.021530885062117	0.221383394996062	FL
K11855	Trt	AN1	2.04930698731534	0.814172586546543	24	23	0.0215308166778185	0.221383394996062	FL
K01096	Trt	FV1	-0.760555389811054	0.300553258233488	24	24	0.0215560666575359	0.221503441844354	FL
K13767	Trt	FV2	0.828559752515398	0.327621986770855	24	24	0.0216228474108377	0.222050530706161	FL
K00552	Trt	FV2	-1.54324489640786	0.610479593005375	24	24	0.0216712575442945	0.22240840032943	FL
K00803	Trt	FV2	0.371069284901315	0.146848246454249	24	24	0.0217172492009822	0.222741017445971	FL
K00216	Trt	AN2	-1.01243037439002	0.400841568902864	24	24	0.0217675682293146	0.223117574350474	FL
K15578	Trt	AN2	0.897061723086527	0.35524547025354	24	24	0.0217932084471855	0.223240861045498	FL
K00966	Trt	AT	-1.00492785640251	0.398081448666824	24	24	0.0218272528180034	0.223450028848474	FL
K18024	Trt	AN2	2.48452427882599	0.984867863253661	24	14	0.0219048601271564	0.223964904043245	FL
K01509	Trt	AT	-2.3512668387936	0.932012030302981	24	21	0.0219009116324554	0.223964904043245	FL
K20736	Trt	FV2	-2.65447796875433	1.0524202740679	24	20	0.02192453973032	0.22402644958084	FL
K18691	Trt	FV2	-0.550484578838713	0.218492315612935	24	24	0.0220504523021802	0.224111228577957	FL
K03841	Trt	FV2	-0.647213664155361	0.258220573736803	24	24	0.0220113988350731	0.224111228577957	FL
K04116	Trt	FV2	1.01810906755329	0.404031035581893	24	24	0.0220319374486123	0.224111228577957	FL
K03472	Trt	FV2	0.895019876520673	0.355275983239906	24	24	0.0220615160025608	0.224111228577957	FL
K01414	Trt	AT	0.541893484029791	0.214971300479827	24	24	0.0219916202424649	0.224111228577957	FL
K01424	Trt	AN1	-0.117691876595672	0.0467207744647653	24	24	0.0220694898874025	0.224111228577957	FL
K16018	Trt	AT	-2.66580604249699	1.05809461185841	24	15	0.0220517487430669	0.224111228577957	FL
K01029	Trt	FV2	1.0134881329454	0.402198840436772	24	24	0.022032389777984	0.224111228577957	FL
K00066	Trt	AN1	0.365687905187771	0.145140133483494	24	24	0.0220467560263231	0.224111228577957	FL
K16147	Trt	AT	0.688680887497099	0.273103084313819	24	24	0.0219502829423896	0.224111228577957	FL
K11191	Trt	FV1	0.59687215296733	0.237033476721955	24	24	0.0221127954975771	0.22413463915962	FL
K11192	Trt	FV1	0.59687215296733	0.237033476721955	24	24	0.0221127954975771	0.22413463915962	FL
K12252	Trt	FV1	0.702910268398765	0.279129896691482	24	24	0.0221070371694086	0.22413463915962	FL
K14067	Trt	FV1	-2.47458691364858	0.983123773467529	24	15	0.022159402223072	0.2244683115864	FL
K17474	Trt	AN1	1.08959568526898	0.435428012007405	24	24	0.0221990464791961	0.224731087814084	FL
K13810	Trt	FV1	-1.42979315968142	0.568564261347274	24	24	0.022265157392239	0.225261308595138	FL
K20023	Trt	AN2	0.545125951394713	0.216945770484067	24	24	0.0223572721265214	0.226053799552991	FL
K01029	Trt	FV1	1.01045675270142	0.402198840436772	24	24	0.022375505590292	0.226098762588287	FL
K12582	Trt	AT	2.96912258875864	1.18884964544101	24	24	0.0224253822777527	0.226184667500089	FL
K15730	Trt	FV2	-2.22427464298559	0.890592426132712	24	21	0.0224231803770958	0.226184667500089	FL
K08953	Trt	AN1	1.71804142625356	0.684007415905616	24	7	0.0224031318100446	0.226184667500089	FL
K14470	Trt	AT	2.38783130374653	0.951106974519904	24	19	0.0224558986087704	0.226353249652019	FL
K14652	Trt	FV2	0.427522007910366	0.170405625775235	24	24	0.0225357321283087	0.227018431759375	FL
K03146	Trt	FV2	0.480867789571763	0.191713062813231	24	24	0.0225625652567732	0.227149214371443	FL
K01785	Trt	AT	0.326189754800346	0.130128352365693	24	24	0.022636224751535	0.227750972960229	FL
K01902	Trt	AT	-0.400170141872719	0.160629812285337	24	24	0.0227169245446896	0.228003404242907	FL
K00381	Trt	AN2	0.709573602870568	0.284751995621184	24	24	0.022686594956941	0.228003404242907	FL
K02563	Trt	FV2	-0.219479483422253	0.088093102442631	24	24	0.0227078627020442	0.228003404242907	FL
K20872	Trt	AN1	1.33171580741941	0.531531915736152	24	23	0.0226941308142103	0.228003404242907	FL
K13939	Trt	AT	-1.61751632853019	0.645893296645477	24	24	0.0227462738178554	0.228158342882464	FL
K16051	Trt	AN1	-1.00021344310909	0.399560520805362	24	24	0.0227941169051066	0.228219485496794	FL
K01720	Trt	AT	0.484511912853427	0.193517055686933	24	24	0.0227738651444471	0.228219485496794	FL
K01796	Trt	AN2	0.732859408795685	0.292735013903904	24	24	0.0227844089602621	0.228219485496794	FL
K02809	Trt	AT	0.48115184326752	0.192285497778314	24	24	0.0228410345997122	0.228384929492137	FL
K08682	Trt	AT	1.36545544628397	0.548729914385032	24	24	0.0228524188595486	0.228384929492137	FL
K02810	Trt	AT	0.48115184326752	0.192285497778314	24	24	0.0228410345997122	0.228384929492137	FL
K01584	Trt	FV1	0.427142007172495	0.170853197550252	24	24	0.0229453293974367	0.229173813713741	FL
K13542	Trt	AT	0.415601687361667	0.167245867684556	24	24	0.0230151073196269	0.229225299978859	FL
K00104	Trt	AT	-0.306109672677907	0.12318970236262	24	24	0.0230203700649501	0.229225299978859	FL
K00446	Trt	AT	0.800398764069314	0.320326854812856	24	24	0.0230092269198427	0.229225299978859	FL
K03385	Trt	AT	0.444265443741252	0.177813234394591	24	24	0.0230186038473676	0.229225299978859	FL
K15016	Trt	AN2	1.42343191535414	0.569709706067561	24	21	0.0230173496066676	0.229225299978859	FL
K09472	Trt	AT	0.653615014365473	0.26167483960847	24	24	0.0230507051650391	0.229248977990686	FL
K09019	Trt	FV2	0.895714695349358	0.358582062867074	24	24	0.0230449851825885	0.229248977990686	FL
K01071	Trt	FV1	-0.499048286732667	0.199819107341706	24	24	0.0230654927778291	0.229257019125089	FL
K00872	Trt	AT	0.586886737889738	0.235059716056568	24	24	0.0231006501395232	0.229348646813771	FL
K01579	Trt	FV2	0.552838336676968	0.221478931895063	24	24	0.023130650111584	0.229348646813771	FL
K12528	Trt	AN1	0.403645139066438	0.161704926375597	24	24	0.023127727965007	0.229348646813771	FL
K01119	Trt	AN1	-0.401207036264864	0.16070515453942	24	24	0.0231108014056649	0.229348646813771	FL
K09680	Trt	AT	0.556083552673162	0.222876455799756	24	24	0.0231823338840562	0.229722220965874	FL
K00858	Trt	AT	-0.148022836874622	0.0596735682861605	24	24	0.023227647384747	0.230032256708847	FL
K11628	Trt	FV2	0.690955435163094	0.277163015620611	24	24	0.0232808664135275	0.230420162451329	FL
K01119	Trt	FV1	-0.400542760192151	0.16070515453942	24	24	0.023307025721836	0.230539940795	FL
K08259	Trt	FV2	1.50711027199403	0.60504255828744	24	24	0.0233782171761943	0.231094527472272	FL
K10718	Trt	AT	-2.68896440670432	1.07962659212496	24	16	0.0233912753417056	0.231094527472272	FL
K19204	Trt	AN2	-1.69513016621671	0.680771800967529	24	22	0.0234214569482924	0.231253397924139	FL
K01894	Trt	AT	-1.23139690542873	0.497412824918554	24	24	0.0234667134263102	0.231337781997096	FL
K13013	Trt	AT	0.542054436192153	0.217784282554859	24	24	0.0234723212953151	0.231337781997096	FL
K00690	Trt	AT	0.620599048689068	0.249298089785869	24	24	0.0234514888620919	0.231337781997096	FL
K00166	Trt	AN2	1.18768635770166	0.477356866260381	24	24	0.023515736234613	0.231626471019611	FL
K13698	Trt	AN2	2.09177895356713	0.841088485053793	24	19	0.023566579063172	0.231987933154874	FL
K11540	Trt	AT	1.01864756849248	0.409700338831	24	24	0.0235987177433806	0.232090484759753	FL
K06001	Trt	AT	0.300665516044438	0.120934390676774	24	24	0.0236053005231261	0.232090484759753	FL
K13818	Trt	FV2	0.880136556651899	0.356061081910226	24	24	0.0236489700110999	0.232380532164193	FL
K00087	Trt	FV2	0.296839480851013	0.119466261728853	24	24	0.0236764615872712	0.232511359300148	FL
K00936	Trt	AN1	0.395246322085205	0.15995696888198	24	24	0.02369386069673	0.232542977514286	FL
K14597	Trt	FV2	1.18558393183498	0.47743789863721	24	24	0.0237487728932193	0.232679778808439	FL
K02591	Trt	AN2	0.520535825537036	0.209623971639806	24	24	0.0237503627881297	0.232679778808439	FL
K18563	Trt	AT	-1.76195406644826	0.713309055062126	24	22	0.0237351646167551	0.232679778808439	FL
K01706	Trt	AN1	0.447410667063694	0.180288354065421	24	24	0.0238256369113021	0.233277877818122	FL
K10216	Trt	FV2	-0.934484566728732	0.376868430510635	24	24	0.0239248619855892	0.233970027766048	FL
K02501	Trt	AT	0.251122285782504	0.101270647618689	24	24	0.0239194815564078	0.233970027766048	FL
K09612	Trt	FV1	-1.07047000403834	0.431994395274598	24	24	0.0240047318782679	0.2342865821642	FL
K13307	Trt	AN1	-2.49815628072503	1.00832930309812	24	18	0.0240268789511894	0.2342865821642	FL
K00746	Trt	AT	1.69121750453111	0.68237902871597	24	5	0.0239830958094322	0.2342865821642	FL
K07432	Trt	FV1	-0.826604103150276	0.333725014161695	24	24	0.0240572319734459	0.2342865821642	FL
K15983	Trt	AT	0.789631098058959	0.318649748888216	24	24	0.0240007414189157	0.2342865821642	FL
K01918	Trt	FV2	0.505902507605861	0.204242748673069	24	24	0.0240540422566315	0.2342865821642	FL
K21681	Trt	FV2	-1.10203453466311	0.447271914265885	24	24	0.0240422994272701	0.2342865821642	FL
K00768	Trt	AN1	-0.346467960386868	0.139921221482702	24	24	0.0240934685444986	0.234500227970194	FL
K09595	Trt	FV2	-1.79377408340398	0.728521639869154	24	15	0.0241266090311749	0.234683504217834	FL
K11140	Trt	AT	3.71864920963854	1.50288173872524	24	15	0.024183064015514	0.235021065926068	FL
K22225	Trt	FV1	0.529257104647689	0.213909887983155	24	24	0.0241899731270246	0.235021065926068	FL
K19224	Trt	AN1	-0.567862838036711	0.22959203117482	24	24	0.0242319595314558	0.235289601134326	FL
K00988	Trt	FV1	-2.24087759937509	0.906446013632762	24	23	0.0242912748874884	0.235671671409121	FL
K03269	Trt	AT	-0.370033246712007	0.149690984744748	24	24	0.024300048558099	0.235671671409121	FL
K02773	Trt	AT	0.622794359026068	0.251975381578308	24	24	0.0243165726393578	0.235692548041057	FL
K00245	Trt	AT	0.676381824166434	0.273694675398293	24	24	0.0243337935548427	0.235720150206391	FL
K00078	Trt	AT	0.730810598857493	0.295757496616256	24	24	0.0243497588868259	0.235735564193592	FL
K00407	Trt	FV1	1.02634038126004	0.417704313058212	24	24	0.0243831294491891	0.235919216249935	FL
K00140	Trt	AN2	0.398755030251229	0.161438047515757	24	24	0.0243974994365786	0.235919216249935	FL
K01681	Trt	AT	0.305230322283167	0.124256154013522	24	24	0.0244152891739333	0.235952116943138	FL
K08265	Trt	AT	-1.93764004459005	0.789149800187938	24	21	0.0244713333369644	0.236354456258078	FL
K18043	Trt	FV2	-1.85467784115186	0.752876435329406	24	21	0.024726179985852	0.236751095646087	FL
K03841	Trt	AN1	0.633131012805059	0.258220573736803	24	24	0.0246465223896774	0.236751095646087	FL
K12996	Trt	AT	0.523540260235266	0.212282368751984	24	24	0.0245860071220303	0.236751095646087	FL
K16424	Trt	FV2	3.77047318759936	1.53067708661431	24	21	0.0247354724386591	0.236751095646087	FL
K02363	Trt	AT	-0.853528131649298	0.346546178272813	24	24	0.0247513610394036	0.236751095646087	FL
K18359	Trt	AT	-0.753184974888601	0.305765703300454	24	24	0.0247353009132279	0.236751095646087	FL
K18097	Trt	AT	-0.426849920227734	0.173297738795177	24	24	0.0247440430502796	0.236751095646087	FL
K00967	Trt	AT	1.26229620631817	0.514447867507568	24	24	0.0245554547257031	0.236751095646087	FL
K08687	Trt	AT	2.09177062806407	0.852733423577025	24	23	0.0245896320430377	0.236751095646087	FL
K00602	Trt	FV2	0.182759261257086	0.074612757271132	24	24	0.0247722487883345	0.236751095646087	FL
K05396	Trt	AT	0.376423978527745	0.152694441551898	24	24	0.0246378863540463	0.236751095646087	FL
K00374	Trt	FV1	0.60464404125637	0.245417737993855	24	24	0.0247121613777225	0.236751095646087	FL
K21622	Trt	AT	2.27982231409202	0.925287942456168	24	22	0.0247035131873468	0.236751095646087	FL
K16242	Trt	AT	0.954235414439692	0.387161544007041	24	24	0.0246637639844358	0.236751095646087	FL
K13684	Trt	FV1	1.11303117602779	0.451971542518312	24	24	0.0247686701532443	0.236751095646087	FL
K03980	Trt	AT	-0.527799415952174	0.215428910194455	24	24	0.0247437987065024	0.236751095646087	FL
K14268	Trt	FV1	1.58248335435358	0.641827964134652	24	24	0.0246189428219759	0.236751095646087	FL
K01634	Trt	AT	1.77302403260781	0.719840620718359	24	22	0.0247451975667457	0.236751095646087	FL
K08813	Trt	AN1	2.14233778224751	0.870131858963935	24	18	0.0247954039014371	0.236834376228054	FL
K07748	Trt	AN2	-2.02989354419269	0.824635669615677	24	20	0.0248216915127421	0.236947462636187	FL
K06949	Trt	AN1	-0.141070893949477	0.0573251333005325	24	24	0.0248557677816422	0.237134724618343	FL
K12528	Trt	FV2	0.397636086629848	0.161704926375597	24	24	0.0249505494712129	0.237900587981333	FL
K02188	Trt	FV1	-0.336294398252594	0.136801185498744	24	24	0.0249887809157841	0.238126674618745	FL
K00088	Trt	AN1	0.17282319748127	0.0703461403507635	24	24	0.0250660891167415	0.238724658254681	FL
K15022	Trt	FV2	0.310455575625144	0.126399733201054	24	24	0.0250974225518531	0.238884346982235	FL
K00451	Trt	FV1	1.38581828374072	0.564325554480463	24	24	0.0251196117833469	0.238899777826168	FL
K14682	Trt	AN1	0.438900460799078	0.178749307015528	24	24	0.0251354948038812	0.238899777826168	FL
K07232	Trt	AN2	1.57950148244857	0.643440805622133	24	24	0.0251674082999701	0.238899777826168	FL
K00286	Trt	AT	0.224805810247554	0.0920634859548224	24	24	0.0251630418052384	0.238899777826168	FL
K21791	Trt	AT	-2.28090383321318	0.929203798951825	24	17	0.025171879029489	0.238899777826168	FL
K00290	Trt	AT	0.543836757012845	0.22157962840675	24	24	0.0251884754324445	0.238919026658236	FL
K00841	Trt	FV1	-0.644368161266119	0.262621984549298	24	24	0.0252278376992717	0.239154068363038	FL
K21364	Trt	FV1	-0.964302866190479	0.393120637519473	24	24	0.0252613328626462	0.239333251847139	FL
K12254	Trt	AN1	0.851078885432323	0.34907528031415	24	24	0.025359053797932	0.23998181320605	FL
K01243	Trt	FV2	-0.234482148268615	0.095664392643636	24	24	0.0253567782712256	0.23998181320605	FL
K00552	Trt	FV1	-1.49607978536507	0.610479593005375	24	24	0.0253788813209986	0.240030942136319	FL
K16047	Trt	FV2	2.49598258126265	1.01934437734042	24	23	0.0254848382123581	0.240894147943904	FL
K16044	Trt	AN2	0.365739903411092	0.149407703524421	24	24	0.0255203070549795	0.240989314163689	FL
K16904	Trt	AT	0.311864619419934	0.127403210862279	24	24	0.0255242950428249	0.240989314163689	FL
K18333	Trt	AT	1.44550484395799	0.59073727012596	24	24	0.0255713197693356	0.241294386776239	FL
K05996	Trt	AT	-1.23733348256422	0.508470880556076	24	24	0.0256036704971284	0.241460722342097	FL
K15921	Trt	AN1	-0.387903885679881	0.158637019444624	24	24	0.0256610019298099	0.241862317039587	FL
K05895	Trt	FV1	0.290116321332773	0.118664504369747	24	24	0.0256810648940445	0.241912386135744	FL
K01849	Trt	AN1	0.399353952233577	0.164256503188788	24	24	0.0257177996380087	0.242119353652895	FL
K05822	Trt	FV1	-0.558053666350295	0.229578842495519	24	24	0.0257449038257347	0.242235469157802	FL
K07272	Trt	AT	0.550972217186482	0.226742693906567	24	24	0.0257887930355417	0.24237031850022	FL
K15019	Trt	AN1	1.60712051897011	0.657881726783047	24	21	0.0257843333176559	0.24237031850022	FL
K07102	Trt	FV1	-0.687079032650395	0.281553374519304	24	24	0.0259186714661447	0.242624733766247	FL
K01638	Trt	AN1	0.660306420738536	0.271977791652142	24	24	0.025903248361719	0.242624733766247	FL
K01698	Trt	AN1	0.325608668079605	0.134048731072881	24	24	0.0258373346253859	0.242624733766247	FL
K21759	Trt	FV2	-1.5167669637777	0.624532280671512	24	12	0.0258579682253193	0.242624733766247	FL
